title,description,views,likes,dislikes,comments,tags
PGCE at the University of Exeter,A short film about our Postgraduate Certificate in Education (PGCE) at the University of Exeter,9380,18,0,2,"PGCE,university,postgraduate,education,Graduate School of Education,teaching,teacher,teacher training,University of Exeter,Postgraduate Certificate In Education (Degree),Student,Students,Learn,Lessons,Teachers"
Class of 2013 - congratulations!,"We're so proud of our graduating class of 2013! Can you spot yourself in our photomontage? Click 'show more' for links to the photos on Flickr.

You can see all the individual photos, and download copies, from our Flickr sets, which are organised by College:

Engineering, Mathematics and Physical Sciences - http://www.flickr.com/photos/26126239@N02/sets/72157634902880094/
Humanities - http://www.flickr.com/photos/26126239@N02/sets/72157634903271278/
Life and Environmental Sciences - http://www.flickr.com/photos/26126239@N02/sets/72157634896371589/
Social Sciences and International Studies - http://www.flickr.com/photos/26126239@N02/sets/72157634903052290/",6721,13,0,3,"university of exeter,graduation,class of 2013,exeter,exeter alumni,alumni,photomontage"
Renewable Energy part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Renewable Energy group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",430,2,0,0,"Energy,University,Challenge,Global"
Seafood industry part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Seafood Industry group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",241,3,0,1,"university of exeter,grand challenges"
Rising sea level part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Rising Sea Level group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",179,0,0,0,"university of exeter,grand challenges"
Porpoise part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Porpoise group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",276,4,0,2,"university of exeter,grand challenges"
Marine Pollution part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Marine Pollution group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",208,2,0,0,"university of exeter,grand challenges"
Health in Falmouth part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Health in Falmouth group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",99,0,0,0,"university of exeter,grand challenges"
Food Banks or Fancy Yachts part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Food Banks or Fancy Yachts group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",302,0,0,0,"university of exeter,grand challenges"
Fisheries in Cornwall part of the University of Exeter Grand Challenges #uoechallenges,"Students at the University of Exeter Cornwall Campus spent 11 days working with leading academics on global issues as part of the University's Grand Challenges event. This video documents the Fisheries in Cornwall group's work.

For more information visit www.exeter.ac.uk/grandchallenges

#uoechallenges",222,2,0,2,"university of exeter,grand challenges"
Sir Christoper Frayling Arts Funding keynote #uoechallenges,"Sir Christoper Frayling gave a keynote speech on 'Regional Arts - the Poor Relation?' as part of the University of Exeter Grand Challenges event in June 2013. #uoechallenges

For more information visit: www.exeter.ac.uk/grandchallenges",48,1,0,0,"university of exeter,sir christopher frayling,regional arts funding,grand challenges,arts and culture"
Robert Fox Human Security keynote #uoechallenges,"Robert Fox gave a keynote speech on the evolution of the media landscape as part of the University of Exeter Grand Challenges event in June 2013. #uoechallenges

For more information, visit www.exeter.ac.uk/grandchallenges",61,0,0,0,"university of exeter,robert fox,grand challenges"
Prof. Yuen Foong Khong Grand Challenges Human Security keynote #uoechallenges,"Professor Yuen Foong Khong of Oxford University gave a keynote speech on Human Security as part of the University of Exeter Grand Challenges event. His talk formed part of the Human Security vs Power Politics dilemma led by Vice Chancellor Professor Sir Steve Smith. #uoechallenges

For more information, visit www.exeter.ac.uk/grandchallenges",621,3,0,0,"university of exeter,grand challenges,professor yuen foong khong"
Professor Iain Stewart Climate Wars keynote #uoechallenges,"Professor Iain Stewart gave a keynote speech on Climate Wars as part of the University of Exeter Grand Challenges event in June 2013. #uoechallenges

For more information, visit www.exeter.ac.uk/grandchallenges",1395,9,5,3,"climate wars,climate change,professor iain stewart,university of exeter,grand challenges"
Let's build robots! #uoechallenges,"Video produced by babywithapistol as part of the University of Exeter Grand Challenges Synthetic Life dilemma. #uoechallenges

Copyright: babywithapistol",68,0,0,0,
Bob Ainsworth MP Human Security keynote #uoechallenges,"Bob Ainsworth MP gave a keynote speech on managing insecurity as part of the University of Exeter Grand Challenges event in June 2013. #uoechallenges

For more information visit: www.exeter.ac.uk/grandchallenges",103,3,0,0,
FRUNI at The University of Exeter,"FRUNI is a social enterprise that allows students to vote for the lecturers whose research they would most like to hear more about. The University of Exeter Student's Guild introduced FRUNI to Exeter so that every student could experience the world class research on offer at the University.

For more information visit: www.exeter.ac.uk/fruni",616,2,1,0,"university of exeter,fruni"
#uoechallenges filming masterclass,#uoechallenges,75,0,1,0,
Grand Challenges Flag,#uoechallenges,27,0,0,0,
The University of Exeter Grand Challenges Live Wall,"What is the Grand Challenges Live Wall? This 60 second video explains all. To see the wall visit www.exeter.ac.uk/livewall

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",472,2,0,0,"university of exeter,grand challenges,grand challenges live wall"
Research inspired teaching within Psychology,"Find out more about our research inspired teaching within Psychology from our staff and students.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",1077,1,0,0,
Student experience in Psychology,"Find out more from our staff and students about the student experience in Psychology at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",1164,3,0,0,
Psychology and your career choices,"Do you have questions about Psychology and your career choices? Find out more from our staff and students how studying Psychology at the University of Exeter can enhance your career.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",6250,20,1,0,
Psychology undergraduate degree programmes,"Find out from our staff and students what makes Psychology undergraduate degree programmes at the University of Exeter so innovative.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",3231,4,0,0,
Editing, ,148,0,0,0,
Dubbing, ,115,1,0,0,
Viewing, ,191,0,0,0,
Day in the life 3,"Day in the life 3: We asked five University of Exeter students to strap a camera to themselves and go about their daily lives to give you an idea of what it's like to be a student here. Visit: www.exeter.ac.uk/isthistheplace

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",4757,13,0,1,
Environment and Sustainability Institute's Opening Day,"More than 120 Yr. 10 and 10 Yr. 5 students from schools across Cornwall joined researchers from the University of Exeter's Environment and Sustainability Institute's Opening Day on Tuesday 23 April, 2013, for a series of interactive workshops exploring solutions to problems of environmental change. A group of 10 Yr. 5 pupils from Penryn Junior School then formally opened the institute on behalf of the Children of Cornwall.

For further information about the Environment and Sustainability Institute, please visit www.exeter.ac.uk/esi

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",1193,3,0,0,"university,exeter,esi,environment,sustainability,cornwall"
University of Exeter Education Strategy: Looking Ahead,What will higher education look like in the year 2020 and how will this affect the University of Exeter?,1476,3,0,0,University
Postgraduate study at the University of Exeter,"Learn more about postgraduate study at the University of Exeter.  Discover what makes Masters and PhD study here unique through the voices of our staff and students.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofex...
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",3856,5,0,0,"postgraduate,postgraduate study at exeter,phd,doctoral study,postgraduate research,masters"
Ancient Healthcare and Modern Wellbeing,This video presents recent work by academics in the Department of Classics of Ancient History at the University of Exeter in using the insights of Greek and Roman medicine to help tackle problems in healthcare in the modern world.,1880,19,0,0,"Greeks,Romans,wellbeing,ancient history,Galen"
Accessing new markets,3D Mining Surveying International wanted to develop their business in the UK. By working with the University of Exeter they were able to demonstrate the value of 3D surveying to local organisations and expand their network in the region.,205,1,0,0,#CSM125
Cutting costs and waste,"Research at the University of Exeter investigating anaerobic digestion could benefit Cornwall Agri-Food Council by helping businesses across the region to reduce waste, costs and emissions.",143,0,0,0,
Creating jobs and growth in Cornwall,Research at Falmouth Bay Test Site (FaB Test) has benefited Falmouth Bay Commissioners by creating jobs and growth in the region. New research at FaB Test investigating the effects of shipping noise on wildlife could support multiple industries.,265,1,0,0,
The benefits of renewable energy,Wadebridge Renewable Energy Network (WREN) aim to bring low carbon benefits to north Cornwall. By working with the University of Exeter they hope to gather the evidence and support to develop and implement their ideas and policies.,538,5,0,0,
Contributing to sustainable development,"Spalding Associates Ltd, an ecological consultancy firm, are working with Exeter academic Robin Somers-Yeates to investigate whether declines in moth populations are caused by artificial night lights.",124,1,0,0,
Undergraduate Psychology at the University of Exeter,"Find out more from staff and students about studying undergraduate Psychology at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",17403,24,1,0,
BSc Zoology at the University of Exeter,"Find out more about studying BSc Zoology at the University of Exeter's Cornwall Campus.

http://biosciences.exeter.ac.uk/cec/undergraduate/zoology/

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",14206,82,1,5,
IAIS clip,,1077,1,0,0,
Bioblitz 2012 with Nick Baker,Nick Baker joins staff and students along with local school children at the University of Exeter's Cornwall campus for the Bioblitz 2012.,881,14,0,2,
International Summer School 2013,"An introduction to our International Summer School 2013.  The University of Exeter welcomes applications from qualified undergraduate and postgraduate students to study on our credit rated pathways for three weeks this summer. The International Summer School offers an opportunity to study at a Top-10 UK University, while exploring some of the most beautiful areas in Great Britain, including a three night stay in London.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",7689,13,1,0,"international,summer,school,exeter,university,london,eden project"
AV Console Guide,Introduction to the AV Console in the surface table room.,1433,2,1,0,
Health and Fitness at The University of Exeter,Health and Fitness at The University of Exeter,621,2,0,0,"university of exeter,exeter,fitness,classes,gym,University"
Sport at The University of Exeter,Sport at The University of Exeter,1253,1,0,0,exeter
High Performance Programme and Scholarships at The University of Exeter,High Performance Programme and Scholarships at The University of Exeter,570,3,0,0,"Exeter,University,Scholarships,Student"
Sports Tours at The University of Exeter,Sports Tours at The University of Exeter,578,4,0,0,
Student Sport at The University of Exeter,Student Sport at The University of Exeter,3112,5,0,1,"Sport,Exeter"
Exeter Tennis Centre,Exeter Tennis Centre at The University of Exeter.,737,3,0,0,"Tennis,Exeter"
What to bring to University,Guide on what to bring to University.  Useful advice on what is and is not allowed in University accommodation.,68716,311,6,19,"University of Exeter,Accommodation,International Students,Guide,accommodation,bring,uoeaccomm"
University of Exeter Cleaning Guide,Advice and useful tips on keeping your University accommodation clean.,18266,51,3,1,"University of Exeter,Accommodation,Cleaning,Guides,Room,Living,Tips,accommodation,cleaning,Cleaning guide,uoeaccomm"
Hardware,,451,2,0,1,
University of Exeter Cornwall Campus Excellence Awards 2012,"The inaugural Excellence Awards, organised by the Outreach Team of the University of Exeter Cornwall Campus.

The event celebrates the achievement of pupils from Falmouth School, Helston Community School, Penryn College and Mullion School, and helps to encourage and support students from our local community to engage with, and aspire to, higher education.

Produced by HJA - www.hjaproductions.co.uk",938,2,0,0,"University of Exeter,Cornwall Campus,Excellence Awards,Cornwall,Penryn College,Mullion School,Falmouth School,Princess Pavilions,Tremough"
Single user mode,Single user mode on surfacr tables at Exeter,659,0,0,0,"Single,user,mode"
"Alumni profile - William Humphrey, English",William studied English at the University of Exeter and is now a Planner with marketing and advertising agency Anomaly London. This is an alumni profile from the University of Exeter's Career Zone service.,253,1,0,0,
Ancient Healthcare,University of Exeter academics draw on insights from ancient Greek and Roman healthcare to promote health and wellbeing in the modern world. http://blogs.exeter.ac.uk/ancienthealthcare/,727,4,0,0,"Galen,healthcare"
Workshop about Stoic philosophical therapy and its modern uses,"Philosophical therapy and its modern uses where academics, therapists and others discuss how we can make the ancient Greek philosophy of Stoicism a valuable part of psychotherapy and lifestyle guidance today.

The participants include:
Jules Evans, journalist, author of Philosophy as Life (2012). 
Gill Garratt, therapist, author of Introducing CBT for Work (forthcoming) 
Alexandra Hart, psychotherapist (based in New Zealand)
Tim LeBon: philosophical counsellor/therapist, author of Wise Therapy (2001)
Donald Robertson (cognitive psychotherapist, author of The Philosophy of Cognitive-Behavioural Therapy, 2010 on Stoicism and CBT)
Jenny Wilks, therapist, linked with the Exeter Mood Disorders Centre",744,10,1,1,"Stoicism,Philosophy,Therapy"
Biosciences Bahamas field trip,"Interested in the Biosciences Bahamas field trip? Staff and students from Biosciences at the University of Exeter give a flavour of the Coral Reef field course in the Bahamas.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",5533,11,1,0,
Stay Safe at University,Do you live in University residences? This film offers valuable advice on how to stay safe and keep your home intact!,7831,10,1,0,"accommodation,safe,uoeaccomm,stay safe"
Liberal Arts at the University of Exeter,"Professor Francesca Stavrakopoulou talks about Liberal Arts at the University of Exeter in this introduction to the Liberal Arts degree. Find out more at www.exeter.ac.uk/liberalarts

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni
http://www.exeter.ac.uk/liberalarts",16953,43,8,8,"liberal art,liberal arts,flexible study,interdisciplinary,interdisciplinary course,interdisciplinary degree,interdisciplinary studies,liberal arts degree,liberal art degree,liberal arts course,liberal art course,social science,social sciences,humanities,multidisciplinary,multidisciplinary degree,multidisciplinary course,multidisciplinary studies,Francesca Stavrakopoulou,university of exeter,exeter uni,exeter university,exeter,undergraduate,student life"
Science in the Square,"An estimated 2,000 people attended Science in the Square in Events Square, Falmouth, on Friday 17 August. Scientists from the College of Life and Environmental Sciences, based at the Cornwall Campus, gave interactive presentations to a packed audience who learned about meerkats, bats, birds and examining the Earth from Space. Find out more www.exeter.ac.uk/cornwall/scienceinthesquare.",787,4,0,0,
The Bill Douglas Centre Experience,"The Bill Douglas Centre for the History of Cinema and Popular Culture is both a public museum and an academic research centre. Made by a group of current Exeter students, this short film follows two students, Joe and Olya, as they visit the Bill Douglas Centre for the first time and discover what an incredible resource it can be.",178,0,0,0,"bill douglas,bill douglas centre,university of exeter,exeter,film history,cinema history,museum"
'The Man Behind the Glasses' - student short film,"Short film made by English and Film Studies undergraduate students and members of 'FilmSoc' - the Film Studies Society, as part of a 48-hour challenge-style, practical skills-based workshop event (June, 2012)",733,0,0,0,"exeter,film,short film,arts,media,humanities,university,undergraduate"
'The Bluff' - student short film,"Short film made by English and Film Studies undergraduate students and members of 'FilmSoc' - the Film Studies Society, as part of a 48-hour challenge-style, practical skills-based workshop event (June, 2012)",508,1,0,0,"exeter,film,humanities,Short Film,Arts,Media,undergraduate,University"
'Swipe' - student short film,"Short film made by English and Film Studies undergraduate students and members of 'FilmSoc' - the Film Studies Society, as part of a 48-hour challenge-style, practical skills-based workshop event (June, 2012)",4017,5,6,1,"exeter,undergraduate,film,humanities"
Catching Brent Geese on Autumnwatch 2010,Professor Stuart Bearhop from the the Centre of Ecology and Conservation at the University of Exeter joins Chris Packham on Autumnwatch 2010 to catch light-bellied Brent Geese.,3465,7,2,0,"Autumnwatch,2010,Brent,Geese,Unviversity,of,Exeter"
Cannon netting Brent Geese,Professor Stuart Bearhop from the Centre for Ecology and Conservation in collaboration with the Irish Brent Goose Research Group and colleagues in Iceland uses cannon netting to catch light-bellied Brent Geese. Over the last 10 years over 3000 animanls been marked and we now have a database comprising over 100000 resightings. Birds are caught under government licence and none were harmed during the making of this video.,6000,12,0,0,"CANNON,NETTING,FINAL"
Cycle powered smoothie maker,"As part of the 'Be Healthy Day' at the University of Exeter, the Sustainability team encourage people to ride a bike to power a smoothie maker and receive a delicious smoothie in return!",244,1,0,0,"university,of,exeter,sustainability"
CUBO Sustainability -- University of Exeter,"Life at university is all about having three years that you'll never forget, but those three years can take their toll on the environment. This guide is here to give you a few tips on how to live more sustainably",340,4,0,1,"recycling,electricity,sustainability,halls,save money,environment"
Vice Chancellor's Welcome to the University of Exeter - for post graduate students, ,432,0,0,0,"VC,Welcome,PG,postgraduate,postgraduate study at exeter"
Vice Chancellor's Welcome to the University of Exeter - for Exeter students, ,1306,0,0,0,"VC,Welcome,Exeter"
Vice Chancellor's Welcome to the University of Exeter - for Cornwall students, ,268,1,0,0,"VC,Welcome,Cornwall"
"Session two - Creative innovation, manufacturing and business workshop.","This video contains four talks. These are: 

1. Digital Economy (John Baird, EPSRC) -- an update on the RCUK Digital Economy (DE) Theme.

2. A Converged and Collaborative World (Jeremy Davenport, Creative Industries KTN) - Exploring the impact that the convergence of digital and physical design and manufacturing processes have upon the role of collaboration and interdisciplinary knowledge sharing as drivers to product and service innovation. 

3. Creative Innovation in Manufacturing: New Socially Extensive Business Models (Peter Wells, Cardiff University) - Exploring the competitive opportunities unleashed when innovative technology is combined with an innovative business model.

4. The role of Users and Communities in Innovation: fans, friends and frenemies  (Stephen Flowers) - Looking at the active role of users and communities in the creation and diffusion of goods and services and exploring how individual users and communities of users have redefined how innovation takes place.",185,0,0,0,"digital economy,john baird,RCUK,creative indistries,design,manufacturing,research,university of exeter,impact,innovation,technology,peter wells,stephen flowers,cardiff university"
"Session one - Creative Innovation, Manufacturing and Business workshop","This video contains four talks. These are: 

1. Introduction: Bridging Research and Economic Impacts (David Butler).

2. Creating Manufacturing and Innovation, (Liang Hao), University of Exeter - Looking at creating, producing and consuming physical products.

3. Entrepreneurial Student Research and Chocolate Experience (Stephen Mellor, University of Exeter) - How 3D printing related projects enable students to not only build skills valuable for their future careers, but also give them a fun, enjoyable experience.

4. Chocolate co-creation: an inclusive approach (Hua Dong, Brunel University) - The inclusive design process of chocolate co-creation.

5. Chocolate Value Co-creation: Understanding the Chocolate Experience (Eminegul Karababa, University of Southern Denmark) - Developing a business around a novel technology which allows the firm and the consumer co-produce/create value necessitates an understanding of what is valuable for the consumer at societal level.",1195,4,0,0,"innovation,economic impacts,david butler,manufacturing,university of exeter,physical products,student,research,chocolate,stephen mellor,3d printing,hua dong"
Your Forum: A guide to making the most of it,"Your Forum: A guide to making the most of it - Learn more about the Forum building at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",24793,95,3,3,"The,Forum,at,the,University,of,Exeter"
"Session three - Creative innovation, manufacturing and business workshop.","This video contains four talks. These are:

1. 3D Design, Manufacturing and Entrepreneurship -- Raspberry Pi Cases (Jacob Marsh, modmypi) - Outlining the fundamentals of taking a product from conception, to prototyping, to full-scale production in the UK within a three month period.

2. Rapid Replication of 3D Printing Innovation and Entrepreneurship (Adrian Bowyer, RepRapPro) - This talk will be about RepRap - the Replicating Rapid-prototyper. This 3D printer builds the component up in layers of plastic RepRap machine is being distributed entirely free to everyone using open-source.

3. Revolutionising Chocolate Making (Liang Hao/Choon Yen, Choc Edge Ltd) - Will share an entrepreneurial experience in developing and commercialising the worlds first 3D chocolate printer.

4. Crowd Funding and Business (Darren Westlake, Crowdcube) Looking at the different uses of crowdfunding and specifically about the two platforms. Crowdcube provides a platform for entrepreneurs or start-ups and growing businesses to connect with potential investors.",259,0,0,0,"3d design,manafacturing,jacob marsh,3d printing,adrian bowyer,chocolate making,liang hao,choon yen,choc edge,3d chocolate printer,business,crowdcube"
International Student Arrival at the University of Exeter,"Ian Blenkharn, Head of Admissions and UK Student Recruitment, talks about international student arrival at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",2461,4,1,0,"International,Student,Arrival"
Online registration at the University of Exeter,"Elaine Cordy talks about using the students' online registration at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",4560,7,0,1,"Online,registration"
The University of Exeter: first steps to enhancing employability for Social Sciences students.,Find out how the College of Social Sciences and International Studies at the University of Exeter can help you build your brilliant career.,5107,1,0,2,"ssis,employability,politics,law,'arab,and,islamic,studies',sociology,philosophy,education,freshers,students,College of Social Sciences and International Studies,careers,career zone,internships,work abroad,cv development,interview practice"
Change Agents - University of Exeter,"Wouldn't it be good if students had the power to change their university experience? Our students work with us to make their ideas for change really happen. We call this Change Agents. To find out more, visit http://www.exeter.ac.uk/changeagents",2904,8,0,1,"change agents,students,exeter,university,university of exeter,student experience"
University of Exeter Students' Guild Teaching Awards 2012,"Every year, our students vote for their best lecturers and staff in the University of Exeter Students' Guild Teaching Awards. Find out more http://www.exeter.ac.uk/students/teachingawards

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",1283,1,0,0,"teaching awards,teaching,university,exeter,students,guild,2012,lecturers,staff"
Lessons from Evolution - Dating with Darwin,"Dr Megan Head and Dr Amber Teacher evolutionary biologists in the Centre for Ecology & Conservation won second prize in the NESCent Evolution Film Contest in Ottawa for their animation on mate choice.  

Animation, script, sound effects - Dr. Amber Teacher (University of Helsinki & University of Exeter) & Dr. Megan Head (University of Exeter)
Voice of Darwin - Robin Griffiths
Voice of Lucas - David Griffiths (FoAM Brussels)
Sound editing - David Griffiths (FoAM Brussels)",1203,6,0,0,"Evolution (Field Of Study),University,of,Exeter,Centre,for,Ecology,and,Conservation"
MA Classics and Ancient History,Student Katrina Alaimo talks about her experiences studying the MA Classics and Ancient History at the University of Exeter.,1936,17,1,1,"postgraduate,postgrad,graduate program,classics and ancient history,classics,ancient history,roman myth,roman,ancient history masters,classics masters,ancient greek,latin,study masters in uk,antiquity,Hellenistic Culture"
MSc Finance and Management at the University of Exeter,"Tural Mammadov talks about his experiences studying the MSc Finance and Management at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",2086,8,1,0,"postgraduate,postgrad,graduate program,masters,masters degree,masters study,finance,accounting and finance,management,study masters in the uk"
PhD in English,Tara Etherington talks about her experiences studying for a PhD in English at the University of Exeter.,11491,86,4,2,"research,PhD English University,postgraduate,phd english,Doctoral,phd research"
MA English Studies at the University of Exeter,"Tara Etherington talks about her experiences studying the MA English Studies at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",6414,16,1,0,"postgraduate,postgrad,graduate program,english,study masters in uk,english masters,english literature,American Studies,Literary Criticism,Enlightenment,Romanticism,Film,Renaissance,Twentieth Century,Victorian"
Postgraduate Life at the University of Exeter,"Postgraduate students talk about their experiences at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk
http://www.youtube.com/universityofexeter
http://www.twitter.com/uniofexeter
http://www.facebook.com/exeteruni",7167,14,0,2,"Masters degree,masters study,masters,masters courses,PhD,Doctoral,graduate,graduate program,postgraduate,postgrad,postgraduate research,study masters in UK,postgraduate study at exeter"
California Fieldtrip 2012,Staff and students from Geography and Environmental Science at the University of Exeter give a flavour of the California fieldtrip 2012.,1998,2,1,0,california2012
Science at the University of Exeter,"Our researchers are forging international partnerships to solve global problems. Find out more about science at the University of Exeter.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.exeter.ac.uk/research/excellence/
http://www.facebook.com/exeteruni",4794,9,0,0,"science,research,university,exeter,emps,postgraduate"
International Mining Games - Camborne School of Mines 2012,"From 'Jackleg Drilling' and 'Hand Steeling', through to the Swede Saw, male and female competitors went back to the days of our industrial heritage, to pit their skills against the best of the rest.

On the 31 March and 1 April, a group of young Cornish miners, from Camborne School of Mines (CSM), battled it out against teams from across the globe - see full story http://ex.ac.uk/ck",5684,15,2,1,"emps,img,international,mining,games,csm,camborne school of mines,engineering,cornwall"
MA Translation at the University of Exeter,"Find out more about the MA Translation at the University of Exeter
http://www.exeter.ac.uk/translation",1659,3,0,0,"exeter,university,masters,postgraduate,translation,languages,modern languages,chinese,european,humanities"
Why study Archaeology at The University of Exeter?,"Why study Archaeology at The University of Exeter?  Watch this video to find out. For more information about Archaeology Undergraduate degree programmes at Exeter please visit http://humanities.exeter.ac.uk/archae...

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",7732,51,2,1,"Exeter,Archaeology,university,degrees,university of exeter,exeter university,exeter uni,student life,campus life,undergraduate"
Why study History in Cornwall?,"Why study History in Cornwall?  For more information about History undergraduate degree programmes from the University of Exeter please visit http://humanities.exeter.ac.uk/histor...

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",11479,18,0,4,"Cornwall,History,study,undergraduate,uk,university,exeter,degree"
High Performance strength and conditioning,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",6888,13,3,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports,strength and conditioning"
High Performance Sailing,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",1209,0,0,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
High Performance Rugby,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",3960,4,2,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
High Performance Netball,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",3565,6,0,1,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
